"(1/9) Are you a student enrolled in a Norwegian higher education institution?","(2/9) Which of the following statements is closest to how you understand privacy?","(2/9) Which of the following statements is closest to how you understand privacy? - Other ? please enter (English or Norwegian).","(3/9) How important is privacy to you?","(4/9) To what extent do you agree with the following statements? - I feel that I have little control over how personal information about me is stored and used by my higher education institution.","(4/9) To what extent do you agree with the following statements? - I feel powerless when it comes to having control over personal information about me in relation to my higher education institution.","(4/9) To what extent do you agree with the following statements? - I want to be able to control and ensure my own privacy.","(4/9) To what extent do you agree with the following statements? - I want privacy experts or larger bodies (like an independent administrative body) to control and ensure my privacy.","(5/9) How desirable is it for you to have your personal information collected, processed and analyzed by your higher education institution in order for them to provide services that has the potential to improve your learning outcome?","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Accountability ? That your higher education institution is liable to account for and answer for the collection, processing and analyzing of your personal information. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Accuracy ? That the information about you that is represented in your higher education institution?s systems are accurate, precise and exact. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Anonymity ? That the information about you, in your higher education institution is represented in such a way that it is indistinguishable from others of its kind so that it cannot be directly connected to you. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Autonomy ? Liberty to follow your own will; control over your own affairs; freedom from external influence, personal independence. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Awareness ? To be informed. To know what personal information about you is collected, processed and analyzed by your higher education institution. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Consent ? That you are asked to agree to a request, before your personal information is potentially collected, processed and analyzed by your higher education institution. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Data ownership ? That you own the data that is represented in your higher education institution?s systems about you. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Data security ? That your personal information is being protected from unauthorized access, the risk of being intercepted, decoded or tapped. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Data sharing ? That your higher education institution does not shares your personal information with others internally, with other companies or with other service providers. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Data preservation ? That your personal information stored in your higher education institution's system is deleted periodically.","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Limited access ?  That as few as possible are able to view,  process and analyze your personal information. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Opt-out ? To have the option to choose to not participate in having your personal information collected, processed and analyzed by your higher education institution, without this affecting your learning outcome. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Personal access ? That you can view your personal information and how it is processed and analyzed by your higher education institution. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Personal control ? That you have authority over, and can determine what personal information about you is collected, processed and analyzed by your higher education institution.  ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Purpose ? To know the reason for why your information is collected, processed and analyzed by your higher education institution. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Relevance ? That only your personal information that is relevant to improving your learning outcome is collected by your higher education institution.  ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Trust ? That you have firm belief in, can rely on, and have confidence in your higher education institution to protect your privacy. ","(7/9) If you were asked to give consent to have your personal informaiton collected, processed and analyzed, would it be likely that you would read a Terms and Conditions declaration before accepting/rejecting? ","(8/9) If you were asked to give consent to have your personal information collected, processed and analyzed, by your higher education institution ? would you feel pressured to give consent? ","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Improving your learning outcome. ","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Improving your grades. ","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Giving you consecutively information about how well you are doing in your subjects.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Giving you a visualized illustration of your course progress using graphs and charts.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Giving you an overview of how well you are doing in your courses compared to other students.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Giving you personalized feedback and suggestions related to your courses.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Improving the courses offered by your higher education institution.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Increasing graduation rates of your higher education institution.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Economic gain through sale of your personal data.","Overall Status - New","Overall Status - Distributed","Overall Status - Partially Complete","Overall Status - Complete","Overall Status - Rejected"
"Yes","I understand privacy as the right to limit others access to myself as a person.","","Important","Disagree","Disagree","Neither agree nor disagree","Agree","Desirable","Don't know / no opinion","Important","Important","Important","Important","Important","Important","Important","Important","Neutral","Very important","Important","Important","Important","Neutral","Important","Important","Unlikely","Agree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Very important","Strongly agree","Neither agree nor disagree","Strongly agree","Agree","Desirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Very undesirable","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Very likely","Agree","Maybe accept","Deny","Deny","Deny","Deny","Deny","Maybe accept","Deny","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Agree","Agree","Strongly agree","Agree","Very desirable","Very important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Unimportant","Less important","Important","Very important","Very important","Very important","Very important","Neutral","Very important","Unlikely","Strongly disagree","Accept","Accept","Accept","Accept","Accept","Maybe accept","Accept","Maybe accept","Maybe accept",0,0,0,1,0
"Yes","I understand privacy as the state or condition of being alone, undisturbed, as a matter of choice or right; seclusion; freedom from interference or intrusion.","","Important","Don't know / no opinion","Disagree","Neither agree nor disagree","Agree","Don't know / no opinion","Very important","Important","Important","Don't know / no opinion","Important","Important","Don't know / no opinion","Very important","Very important","Very important","Very important","Very important","Very important","Don't know / no opinion","Important","Very important","Very important","Unlikely","Strongly agree","Accept","Accept","Maybe accept","Accept","Maybe accept","Accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Disagree","Disagree","Agree","Agree","Desirable","Important","Important","Important","Important","Very important","Very important","Neutral","Very important","Very important","Important","Neutral","Important","Neutral","Important","Very important","Very important","Important","Likely","Agree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Maybe accept",0,0,0,1,0
"Yes","I understand privacy as the right to limit others access to myself as a person.","","Very important","Agree","Disagree","Strongly agree","Strongly agree","Desirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to limit others access to myself as a person.","","Important","Agree","Agree","Strongly agree","Strongly disagree","Undesirable","Very important","Important","Less important","Very important","Important","Very important","Very important","Very important","Important","Important","Very important","Very important","Very important","Very important","Important","Important","Very important","Likely","Strongly agree","Don't know / no opinion","Don't know / no opinion","Accept","Accept","Accept","Don't know / no opinion","Accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Desirable","Very important","Important","Neutral","Very important","Very important","Important","Important","Very important","Very important","Less important","Important","Important","Important","Important","Very important","Very important","Very important","Unlikely","Neither agree nor disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Strongly disagree","Strongly disagree","Neither agree nor disagree","Disagree","Very desirable","Important","Important","Less important","Very important","Important","Neutral","Less important","Very important","Very important","Less important","Unimportant","Neutral","Less important","Important","Important","Very important","Very important","Very unlikely","Strongly agree","Accept","Maybe accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Neutral","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Neutral","Neither agree nor disagree","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Don't know / no opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to limit others access to myself as a person.","","Important","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Undesirable","Important","Neutral","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Very important","Important","Very important","Important","Very important","Very important","Likely","Agree","Don't know / no opinion","Don't know / no opinion","Deny","Deny","Deny","Deny","Deny","Deny","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to limit others access to myself as a person.","","Very important","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Neutral","Important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Neutral","Neither agree nor disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Neutral","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Undesirable","Neutral","Important","Important","Important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Neutral","Very important","Important","Important","Very important","Likely","Agree","Maybe accept","Maybe accept","Deny","Deny","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
"Yes","I understand privacy as the right to limit others access to myself as a person.","","Important","Disagree","Disagree","Agree","Agree","Desirable","Important","Very important","Very important","Important","Very important","Very important","Neutral","Very important","Very important","Important","Important","Important","Important","Neutral","Important","Very important","Very important","Likely","Disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept",0,0,0,1,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Desirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the state in which one is not watched or disturbed by others.","","Important","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Undesirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Neutral","Strongly agree","Don't know / no opinion","Agree","Agree","Desirable","Neutral","Important","Important","Neutral","Very important","Very important","Unimportant","Very important","Very important","Important","Very important","Neutral","Neutral","Very important","Neutral","Important","Important","Unlikely","Agree","Maybe accept","Accept","Deny","Accept","Maybe accept","Maybe accept","Don't know / no opinion","Accept","Deny",0,0,0,1,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Very important","Disagree","Disagree","Strongly agree","Agree","Neutral","Very important","Important","Very important","Important","Very important","Very important","Very important","Very important","Important","Very important","Less important","Very important","Important","Very important","Very important","Very important","Very important","Very likely","Neither agree nor disagree","Accept","Deny","Accept","Deny","Maybe accept","Maybe accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","Other ? please enter (English or Norwegian).","I don't believe that sharing my Information would improve education in any way. Spend resources some other way.","Important","Agree","Agree","Strongly agree","Don't know / no opinion","Undesirable","Less important","Unimportant","Important","Very important","Very important","Very important","Don't know / no opinion","Important","Important","Important","Don't know / no opinion","Very important","Important","Important","Important","Very important","Important","Very unlikely","Don't know / no opinion","Deny","Deny","Deny","Deny","Deny","Deny","Deny","Deny","Deny",0,0,0,1,0
"Yes","I understand privacy as the state or condition of being alone, undisturbed, as a matter of choice or right; seclusion; freedom from interference or intrusion.","","Important","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Neutral","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Unlikely","Disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Disagree","Disagree","Don't know / no opinion","Neither agree nor disagree","Desirable","Important","Important","Neutral","Neutral","Important","Very important","Less important","Very important","Very important","Important","Important","Don't know / no opinion","Important","Don't know / no opinion","Very important","Very important","Very important","Very likely","Disagree","Accept","Accept","Accept","Accept","Deny","Accept","Maybe accept","Accept","Deny",0,0,0,1,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the state in which one is not watched or disturbed by others.","","Very important","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Very desirable","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Neutral","Neither agree nor disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Neither agree nor disagree","Disagree","Strongly agree","Agree","Very undesirable","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Likely","Disagree","Deny","Deny","Maybe accept","Deny","Deny","Deny","Maybe accept","Deny","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Undesirable","Very important","Important","Very important","Important","Important","Very important","Very important","Very important","Very important","Neutral","Less important","Neutral","Very important","Important","Less important","Important","Very important","Unlikely","Agree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Maybe accept",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Very important","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Disagree","Desirable","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neither agree nor disagree","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the state or condition of being alone, undisturbed, as a matter of choice or right; seclusion; freedom from interference or intrusion.","","Important","Disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Very desirable","Very important","Important","Important","Neutral","Important","Very important","Less important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Likely","Neither agree nor disagree","Accept","Accept","Accept","Accept","Deny","Accept","Accept","Maybe accept","Deny",0,0,0,1,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
